time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,uv_index,us_aqi
2022-08-06T00:00,86.4,59.6,2370,132,39.2,30,0,150
2022-08-06T01:00,95.7,66.1,2526,135.6,40.9,30,0,148
2022-08-06T02:00,99.9,69.2,2523,131.6,43.1,31,0,146
2022-08-06T03:00,98,68.2,2453,123.7,45.6,31,0,144
2022-08-06T04:00,96.9,67.1,2389,113.7,48.5,34,0,143
2022-08-06T05:00,99.2,68.7,2442,109.8,49.7,34,0,142
2022-08-06T06:00,104.8,72.6,2533,106.9,50.3,34,0,143
2022-08-06T07:00,133.6,92.4,2963,130.5,50,56,0.3,144
2022-08-06T08:00,154.1,106.9,2789,116.4,55,91,1.25,145
2022-08-06T09:00,127.1,87.3,2539,96.3,62,142,2.95,146
2022-08-06T10:00,110.6,75.7,2216,70.4,67.1,214,4.95,146
2022-08-06T11:00,104.8,71.5,2014,53.7,63.8,272,5.95,148
2022-08-06T12:00,110.8,75.7,1823,37.8,56.8,334,6,157
2022-08-06T13:00,110.8,75.4,1632,24.3,48.5,393,4.9,194
2022-08-06T14:00,109.7,74.7,1527,19.9,45.7,411,3.2,202
2022-08-06T15:00,106.4,72.2,1457,20.2,44.1,413,1.7,203
2022-08-06T16:00,103.4,69.8,1527,37.5,41.5,380,0.65,186
2022-08-06T17:00,108.7,73.6,1786,73.9,37.3,312,0.1,154
2022-08-06T18:00,121.1,82,2171,124,32.4,216,0,155
2022-08-06T19:00,111.5,76.1,2252,130.2,33.2,156,0,157
2022-08-06T20:00,103.1,70.3,2360,134,35.4,145,0,158
2022-08-06T21:00,100.4,68.5,2514,139.3,38.5,129,0,158
2022-08-06T22:00,107.6,73.3,2672,143.9,42.5,112,0,159
2022-08-06T23:00,116.4,79.2,2703,143.1,44.8,106,0,160
2022-08-07T00:00,131.3,89.4,2692,140.1,46.8,104,0,160
2022-08-07T01:00,152.7,104.1,2672,135.9,49.2,100,0,161
2022-08-07T02:00,160.7,109.7,2642,132.4,51,95,0,162
2022-08-07T03:00,167.6,114.8,2603,128.4,52.7,89,0,163
2022-08-07T04:00,171.8,117.8,2681,127.7,52.7,83,0,164
2022-08-07T05:00,175.6,121.1,3005,136.9,49,79,0,165
2022-08-07T06:00,173.7,119.2,3456,150.6,43.3,75,0,166
2022-08-07T07:00,182.5,125.7,3164,130.8,52.3,93,0.3,167
2022-08-07T08:00,181.1,123.9,2875,114.4,51,122,1.4,168
2022-08-07T09:00,138.3,93.8,2461,90.9,49.1,164,3.4,168
2022-08-07T10:00,131.8,89.4,1956,61.8,45.5,220,5.45,168
2022-08-07T11:00,126.2,85.9,1693,45.3,41.2,261,6.8,168
2022-08-07T12:00,120.6,82.4,1476,30.9,36,303,7,169
2022-08-07T13:00,114.6,78.5,1249,18.5,30.4,337,6,169
2022-08-07T14:00,111.8,76.6,1113,15.2,28,336,4.15,169
2022-08-07T15:00,106.4,73.1,1014,16.5,26.4,318,2.2,169
2022-08-07T16:00,98,67.3,987,27.7,26.4,277,0.85,169
2022-08-07T17:00,89.9,61.7,1052,46.7,28.7,229,0.15,169
2022-08-07T18:00,91.7,62.9,1185,72.8,32.6,167,0,169
2022-08-07T19:00,105.7,73.1,2029,141.4,39.2,98,0,168
2022-08-07T20:00,130.4,90.3,2515,161.6,40.2,86,0,168
2022-08-07T21:00,144.8,100.4,3206,190.5,41.7,69,0,169
2022-08-07T22:00,152.3,105.5,3921,220.6,43.6,50,0,169
2022-08-07T23:00,156.9,108.7,4035,227.1,45.1,45,0,170
2022-08-08T00:00,160.7,111.5,3956,226.3,46.6,44,0,171
2022-08-08T01:00,162.5,112.5,3975,224.6,47,43,0,171
2022-08-08T02:00,164.4,114.1,4274,226.4,44.8,38,0,171
2022-08-08T03:00,171.8,119.7,4696,228.6,41.2,33,0,171
2022-08-08T04:00,173.7,120.6,5216,231.9,37.9,28,0,172
2022-08-08T05:00,166.7,115.9,5608,239.5,37.5,22,0,172
2022-08-08T06:00,159.3,110.8,5991,248.7,38.3,16,0,172
2022-08-08T07:00,116.2,80.8,3957,160.1,42.6,43,0.4,171
2022-08-08T08:00,110.8,77.1,3548,145.9,46.6,61,1.75,170
2022-08-08T09:00,105.7,73.3,2964,125.4,52.3,86,4.05,169
2022-08-08T10:00,105.7,73.3,2298,98.3,56.7,120,6.7,169
2022-08-08T11:00,102.7,71.5,2027,79.8,54.7,145,8.4,169
2022-08-08T12:00,102.7,71.5,1858,61.7,50,171,8.5,168
2022-08-08T13:00,105.2,73.1,1710,45,44.5,194,7.05,168
2022-08-08T14:00,108.3,75.2,1639,40.8,43.3,200,4.1,168
2022-08-08T15:00,110.1,76.4,1615,42,43.2,198,2.15,168
2022-08-08T16:00,105.9,73.6,1618,51,41.3,181,0.8,168
2022-08-08T17:00,100.4,69.6,1654,67.7,36,148,0.15,168
2022-08-08T18:00,88.5,61,1715,90.3,29,104,0,168
2022-08-08T19:00,74.5,51.2,1687,123.1,21.1,105,0,168
2022-08-08T20:00,64,43.7,1620,111.8,22.8,92,0,168
2022-08-08T21:00,48.9,33.1,1525,95.8,25,74,0,167
2022-08-08T22:00,36.9,24.6,1395,76.9,28.5,53,0,165
2022-08-08T23:00,28.3,18.8,1292,67.6,31.8,45,0,163
2022-08-09T00:00,24.2,15.9,1186,60.4,35.3,41,0,161
2022-08-09T01:00,23.7,15.7,1115,56.2,39,37,0,159
2022-08-09T02:00,36.3,24.4,1130,58.2,40.3,34,0,157
2022-08-09T03:00,53.9,36.7,1192,63.8,40.8,31,0,155
2022-08-09T04:00,71.7,49,1395,74.9,41.3,30,0,153
2022-08-09T05:00,87.3,59.8,1741,88.8,41.5,26,0,152
2022-08-09T06:00,95,65,2193,105.8,41.5,22,0,151
2022-08-09T07:00,113.6,77.8,2881,141.1,37.2,35,0.35,148
2022-08-09T08:00,116.6,79.4,2562,123.4,42.5,52,1.65,148
2022-08-09T09:00,91.7,61.9,2107,98.3,50.1,77,3.7,148
2022-08-09T10:00,91.7,62.2,1587,67.1,55.4,123,5.95,147
2022-08-09T11:00,91.7,62.4,1382,49.3,51.5,177,7.7,146
2022-08-09T12:00,91.7,62.4,1257,33.8,43.5,242,7.8,145
2022-08-09T13:00,90.1,61.2,1128,20.2,33.9,301,6.75,144
2022-08-09T14:00,91,61.9,1000,15.7,30.2,307,4.65,143
2022-08-09T15:00,89.2,60.8,881,15.7,27.7,291,2.55,141
2022-08-09T16:00,85.7,58.2,873,27.5,24.9,248,1,140
2022-08-09T17:00,75,50.9,1076,53.5,22.2,193,0.2,138
2022-08-09T18:00,72.6,49.4,1398,89.5,19.6,121,0,136
2022-08-09T19:00,55.5,37.7,1226,91.4,30.9,79,0,135
2022-08-09T20:00,51.9,35.3,1318,92.8,33.6,70,0,133
2022-08-09T21:00,47.3,32,1449,94.6,37.5,58,0,133
2022-08-09T22:00,46.6,31.5,1618,96.3,41.9,46,0,132
2022-08-09T23:00,47.4,32,1716,95.8,43.5,44,0,133
2022-08-10T00:00,46.9,31.7,1804,94.7,44.5,45,0,135
2022-08-10T01:00,58.2,39.6,1915,95.2,45.6,46,0,136
2022-08-10T02:00,73.8,50.4,1986,98.9,47.1,41,0,139
2022-08-10T03:00,87.1,59.6,2049,104.4,48.7,35,0,141
2022-08-10T04:00,99.2,68.2,2161,110.8,49.6,31,0,144
2022-08-10T05:00,108.5,74.7,2332,115.4,48.2,32,0,146
2022-08-10T06:00,119.7,82.7,2539,119.7,45.8,36,0,147
2022-08-10T07:00,149.5,103.6,1687,61.1,49.7,70,0.4,149
2022-08-10T08:00,140.2,96.6,1736,61.4,50.3,98,1.65,150
2022-08-10T09:00,114.6,78.9,1802,61.7,51,137,3.85,151
2022-08-10T10:00,104.5,72.2,1773,57.2,49,186,6,151
2022-08-10T11:00,95.5,65.9,1569,46.1,42.8,216,7.4,151
2022-08-10T12:00,87.5,60.3,1267,30.8,34,243,7.8,151
2022-08-10T13:00,80.1,55.3,928,16,24.4,260,7.15,151
2022-08-10T14:00,74.5,51.2,779,12.8,21.2,252,5.1,151
2022-08-10T15:00,67.3,46.2,680,13.8,20,231,2.8,151
2022-08-10T16:00,58.7,40,691,23.9,19,191,1.05,151
2022-08-10T17:00,48.4,32.8,876,43.2,17.6,149,0.2,150
2022-08-10T18:00,48.9,33.1,1172,69.5,16.5,98,0,150
2022-08-10T19:00,54.1,37,1614,111.4,18.3,50,0,148
2022-08-10T20:00,46.1,31.2,1602,102.1,20.5,49,0,148
2022-08-10T21:00,36.2,24.2,1586,88.8,23.5,48,0,147
2022-08-10T22:00,32.2,21.2,1559,74.7,27.4,47,0,147
2022-08-10T23:00,32.9,21.7,1529,70.4,29.1,47,0,145
2022-08-11T00:00,35.2,23.3,1494,69.3,30.5,47,0,144
2022-08-11T01:00,39.7,26.5,1477,70.7,32.5,47,0,144
2022-08-11T02:00,48.7,32.9,1479,73.1,35,45,0,142
2022-08-11T03:00,58.2,39.8,1497,77.1,37.7,43,0,140
2022-08-11T04:00,71,49,1632,85.2,40.9,40,0,138
2022-08-11T05:00,87.1,60.3,1935,96.9,42.5,36,0,136
2022-08-11T06:00,83.6,57.7,2340,111.3,43.7,31,0,135
2022-08-11T07:00,118.3,82.4,1596,61.4,41.8,52,0.35,132
2022-08-11T08:00,125.3,87.3,1588,60.6,42.2,75,1.7,130
2022-08-11T09:00,84.1,58.2,1573,59.3,42.8,108,3.75,129
2022-08-11T10:00,74.7,51.8,1495,53.7,41.6,154,6.05,127
2022-08-11T11:00,76.6,53.3,1349,43.1,37.5,192,7.45,125
2022-08-11T12:00,77.5,53.9,1155,29.1,31.6,233,7.6,123
2022-08-11T13:00,76.4,53.1,937,16.1,25.2,266,6.8,123
2022-08-11T14:00,72.9,50.5,835,14.2,23,262,4.9,123
2022-08-11T15:00,65.9,45.5,764,16.6,22,242,2.55,122
2022-08-11T16:00,58.1,39.9,752,27,21.1,201,0.95,122
2022-08-11T17:00,51.5,34.9,828,44.5,20,157,0.15,122
2022-08-11T18:00,46.6,31.1,962,67.8,18.9,104,0,123
2022-08-11T19:00,59.5,40,1596,119.7,17.3,45,0,122
2022-08-11T20:00,51.3,34,1616,109.2,18.6,45,0,123
2022-08-11T21:00,44.9,29.2,1647,94.6,20.6,45,0,123
2022-08-11T22:00,41.3,26.4,1728,81.2,24.5,45,0,123
2022-08-11T23:00,44.5,28.7,1854,82.2,29.2,44,0,124
2022-08-12T00:00,49.9,32.7,2016,88.4,34.9,42,0,125
2022-08-12T01:00,57.7,38.3,2166,95.8,41.3,40,0,126
2022-08-12T02:00,64.7,43.4,2181,97.1,43.9,39,0,127
2022-08-12T03:00,64.5,43.3,2143,97,45.5,38,0,128
2022-08-12T04:00,60.5,40.5,2056,95.4,47.2,39,0,128
2022-08-12T05:00,57,38.1,1965,93.3,48.5,40,0,128
2022-08-12T06:00,57.3,38.2,1848,90.3,49.8,42,0,125
2022-08-12T07:00,116.2,80.3,2380,110.8,45.6,51,0.35,123
2022-08-12T08:00,88.5,60.5,2207,100.6,49.3,76,1.55,123
2022-08-12T09:00,78.7,53.7,1960,85.7,54.5,111,3.25,120
2022-08-12T10:00,88.9,61.2,1641,65.2,57.2,162,5.2,120
2022-08-12T11:00,90.6,62.4,1445,49.2,52.2,207,5.8,121
2022-08-12T12:00,86.6,59.8,1263,32.5,43.6,255,6.1,122
2022-08-12T13:00,72.2,49.7,1069,19.1,33,284,4.35,125
2022-08-12T14:00,72.9,49.9,954,20,27.5,253,2.2,122
2022-08-12T15:00,55.3,37.7,868,27.5,22.9,192,1.35,122
2022-08-12T16:00,48.5,32.9,868,43.9,19.8,119,0.6,121
2022-08-12T17:00,45.2,30.6,977,61,21.2,89,0.15,120
2022-08-12T18:00,45.2,30.6,1164,82.4,25.1,68,0,120
2022-08-12T19:00,59.1,40.7,1961,133.4,34.2,44,0,120
2022-08-12T20:00,67.8,46.7,2240,137.2,35.6,41,0,120
2022-08-12T21:00,78.2,54.1,2636,142.6,37.5,38,0,121
2022-08-12T22:00,90.6,62.9,3063,148.6,39.8,34,0,124
2022-08-12T23:00,103.8,72.2,3193,151.4,40.8,33,0,128
2022-08-13T00:00,108.5,75.4,3235,153.1,41.5,33,0,132
2022-08-13T01:00,112.7,78.5,3240,152.1,41.6,34,0,137
2022-08-13T02:00,120.6,83.8,3205,146.9,40.6,36,0,141
2022-08-13T03:00,119.7,83.1,3135,138.9,39,38,0,145
2022-08-13T04:00,118.3,82.4,3125,129.9,37.2,41,0,149
2022-08-13T05:00,115,80.1,3316,128.2,36.2,40,0,151
2022-08-13T06:00,114.8,79.9,3595,128.6,35.7,38,0,152
2022-08-13T07:00,114.3,79.4,3087,97.8,35.8,60,0.4,153
2022-08-13T08:00,108,75,2862,93.7,42.7,97,1.55,153
2022-08-13T09:00,106.4,73.6,2540,87.6,52.5,149,3.6,153
2022-08-13T10:00,96.2,66.6,2139,76.1,59.8,220,5.6,153
2022-08-13T11:00,86.1,59.4,1922,62.4,55.7,272,6.65,153
2022-08-13T12:00,86.6,59.8,1736,45.8,46.8,324,6.65,153
2022-08-13T13:00,84.8,58.2,1523,30,36.2,365,5.9,177
2022-08-13T14:00,76.6,52.2,1356,25.1,32.2,361,4,174
2022-08-13T15:00,75.2,50.8,1203,24.7,29.8,335,2.15,157
2022-08-13T16:00,72.6,48.9,1151,35.2,26.9,279,0.9,154
2022-08-13T17:00,72.9,49,1337,59.2,23.9,213,0.15,154
2022-08-13T18:00,60.8,40.7,1649,92.2,20.8,131,0,155
2022-08-13T19:00,55.3,36.8,1722,108.2,22,51,0,155
2022-08-13T20:00,49.6,32.9,1694,99.6,23.3,49,0,155
2022-08-13T21:00,41.3,27.3,1653,87.5,25.1,45,0,154
2022-08-13T22:00,37.6,25,1586,74.7,28.5,41,0,154
2022-08-13T23:00,37.3,24.8,1508,71.2,32.3,39,0,153
2022-08-14T00:00,38.3,25.6,1416,70.6,36.8,37,0,152
2022-08-14T01:00,37.5,25,1362,71.1,41,34,0,151
2022-08-14T02:00,37.4,24.9,1389,71.1,41.4,31,0,149
2022-08-14T03:00,49.8,33.8,1462,71.6,40.2,28,0,143
2022-08-14T04:00,64,43.8,1688,74.7,38.7,25,0,138
2022-08-14T05:00,71.9,49.5,2065,80.8,38,25,0,133
2022-08-14T06:00,87.3,60.3,2554,88.8,37.3,25,0,130
2022-08-14T07:00,144.4,100.4,4466,150.1,42.8,40,0.4,128
2022-08-14T08:00,146.7,101.7,3933,131.9,46,81,1.7,130
2022-08-14T09:00,126.7,87.8,3173,105.8,50.5,140,3.65,133
2022-08-14T10:00,107.3,74.5,2270,73.5,52.1,210,4.85,135
2022-08-14T11:00,97.8,68,1838,54.2,46.3,249,6.25,136
2022-08-14T12:00,86.4,60.1,1510,36.8,36.8,282,7.7,136
2022-08-14T13:00,76.6,53.1,1192,24.5,25.8,292,7.15,136
2022-08-14T14:00,64,44,1021,28.5,21.3,256,4.75,136
2022-08-14T15:00,50.2,34.1,921,40.7,18.5,193,2.25,135
2022-08-14T16:00,45.6,30.6,938,58.9,16.4,118,0.85,133
2022-08-14T17:00,41.4,27.5,1119,72.1,16.1,85,0.15,131
2022-08-14T18:00,41.7,27.6,1412,86.4,17,61,0,129
2022-08-14T19:00,45.3,30.4,1613,102.3,17.1,39,0,128
2022-08-14T20:00,47.4,32,1752,103.1,18.4,36,0,127
2022-08-14T21:00,51.1,34.6,1948,104.1,20.1,33,0,127
2022-08-14T22:00,54.2,36.9,2132,104.1,22.5,29,0,128
2022-08-14T23:00,57.7,39.6,2134,102.8,24.4,27,0,129
2022-08-15T00:00,59.4,40.7,2068,100.7,26.3,26,0,131
2022-08-15T01:00,60.5,41.7,1973,94.8,27.7,27,0,132
2022-08-15T02:00,63.8,44,1870,84.4,26.8,30,0,134
2022-08-15T03:00,59,40.7,1751,71.2,24.9,34,0,136
2022-08-15T04:00,63.3,43.8,1825,63.9,23.3,39,0,137
2022-08-15T05:00,64.3,44.6,2306,76.8,23.5,39,0,137
2022-08-15T06:00,70.3,48.9,3001,98.9,24.5,37,0,136
2022-08-15T07:00,90.6,63.1,3659,125.2,24.5,39,0.35,135
2022-08-15T08:00,86.6,60.3,3272,118.4,32,47,1.3,131
2022-08-15T09:00,67.8,46.8,2720,108.6,42.5,60,2.8,127
2022-08-15T10:00,67.1,46.2,2095,94.2,52.5,86,4.35,122
2022-08-15T11:00,70.5,48.7,1862,82.3,53,122,5.65,120
2022-08-15T12:00,79.2,54.7,1732,69.4,49.9,168,6.55,117
2022-08-15T13:00,85.4,58.9,1579,57.1,44,207,5.8,117
2022-08-15T14:00,77.1,52.9,1392,52.7,38,205,4.1,118
2022-08-15T15:00,65.9,44.8,1197,51.5,30.6,187,2.1,118
2022-08-15T16:00,65.9,44.7,1100,59.8,24.9,153,0.9,120
2022-08-15T17:00,65.7,44.6,1178,78.8,27,121,0.2,121
2022-08-15T18:00,67.1,45.5,1363,105.7,32.7,84,0,123
2022-08-15T19:00,62.4,42.6,1823,130.7,38.2,53,0,125
2022-08-15T20:00,70.5,48.3,2096,125.2,36.9,50,0,126
2022-08-15T21:00,66.6,45.6,2481,117.4,35,46,0,128
2022-08-15T22:00,65,44.5,2809,108.3,35,41,0,129
2022-08-15T23:00,61.7,42.1,2735,104.2,38.9,39,0,130
2022-08-16T00:00,57.3,39.2,2501,101.3,44.9,38,0,130
2022-08-16T01:00,59,40.5,2216,98.6,51.5,37,0,130
2022-08-16T02:00,63.3,43.5,2074,96.6,53.9,36,0,130
2022-08-16T03:00,70.5,48.8,1955,95.2,55.2,36,0,130
2022-08-16T04:00,63.3,43.7,2005,95.9,54.8,36,0,130
2022-08-16T05:00,65.2,45.2,2378,100.6,51.6,32,0,130
2022-08-16T06:00,75.4,52.3,2931,107.3,46.7,27,0,130
2022-08-16T07:00,69.4,48.2,2042,75.8,32.8,59,0.4,131
2022-08-16T08:00,75.7,52.7,2155,77.6,37.2,95,1.7,129
2022-08-16T09:00,82.4,57.5,2310,79.8,43.3,147,3.9,128
2022-08-16T10:00,91.3,63.8,2364,76.3,47.5,214,6.1,130
2022-08-16T11:00,82.4,57.5,2157,63.1,43.9,261,7.3,131
2022-08-16T12:00,77.5,54.1,1819,44.3,36.8,307,7.7,140
2022-08-16T13:00,72.4,50.4,1429,26.5,28.5,341,6.55,161
2022-08-16T14:00,66.6,46.3,1251,23.3,25.4,335,4.6,157
2022-08-16T15:00,64.3,44.7,1124,25.6,23.5,309,2.65,141
2022-08-16T16:00,63.6,44,1103,40,21.8,258,1.1,131
2022-08-16T17:00,52.4,36.2,1260,65.8,20.8,201,0.2,131
2022-08-16T18:00,51.2,35.3,1527,100.7,20.4,132,0,130
2022-08-16T19:00,121.5,84.5,2964,207.1,41.6,130,0,129
2022-08-16T20:00,130.9,91.3,3305,209.6,44.3,118,0,133
2022-08-16T21:00,136.4,95,3783,212.9,48,100,0,137
2022-08-16T22:00,158.3,110.4,4097,204.1,50.3,82,0,143
2022-08-16T23:00,138.8,96.9,3782,176.6,47.2,79,0,150
2022-08-17T00:00,114.8,80.1,3188,137.9,41.8,81,0,151
2022-08-17T01:00,117.8,82.4,2544,96.3,35.8,82,0,152
2022-08-17T02:00,115,80.3,2397,83.8,34.8,76,0,153
2022-08-17T03:00,110.4,77.3,2391,80,35.2,68,0,154
2022-08-17T04:00,106.6,74.5,2461,80.1,35.5,59,0,154
2022-08-17T05:00,97.8,68.5,2602,84.1,35,53,0,155
2022-08-17T06:00,89.2,62.2,2806,91.7,34.5,49,0,156
2022-08-17T07:00,108,75.4,4037,122.8,29.4,57,0.4,156
2022-08-17T08:00,94.1,65.7,3422,107.2,30.9,80,1.65,156
2022-08-17T09:00,67.5,46.9,2546,84.8,32.8,112,3.35,157
2022-08-17T10:00,66.6,46.1,1559,57.7,33.3,150,5.1,156
2022-08-17T11:00,66.4,45.6,1186,43.4,30.2,168,7.2,156
2022-08-17T12:00,65.9,45.2,979,31.7,25.4,181,7.5,156
2022-08-17T13:00,60.5,41.2,797,21.8,19.5,186,6.25,156
2022-08-17T14:00,53.8,36.3,659,19.2,16.8,177,4.55,155
2022-08-17T15:00,45.9,30.6,566,20.3,14.7,159,2.7,155
2022-08-17T16:00,37.6,24.8,603,27.9,13.4,131,1.05,155
2022-08-17T17:00,32.7,21.2,794,41,13.9,107,0.2,154
2022-08-17T18:00,33.6,21.8,1098,58.7,15.5,79,0,154
2022-08-17T19:00,38.8,24.8,1469,71.6,16.9,49,0,154
2022-08-17T20:00,45.2,29.3,1564,71.9,17.8,47,0,152
2022-08-17T21:00,42.6,27.4,1696,72.5,19,45,0,151
2022-08-17T22:00,44.9,29,1779,72.7,19.9,43,0,148
2022-08-17T23:00,44.6,28.8,1654,71.4,19.3,43,0,140
2022-08-18T00:00,44.4,28.6,1441,69.7,18.1,44,0,133
2022-08-18T01:00,49.8,32.6,1315,69.8,17,43,0,127
2022-08-18T02:00,59.6,39.7,1446,72.1,17.4,39,0,122
2022-08-18T03:00,67.8,45.6,1700,76,18.2,34,0,118
2022-08-18T04:00,74.7,50.8,2199,88.4,19.5,30,0,115
2022-08-18T05:00,80.8,55.2,2856,111.8,19.9,26,0,112
2022-08-18T06:00,86.4,59.3,3664,142.1,20.3,23,0,111
2022-08-18T07:00,92.7,63.8,3894,132,24,36,0.5,110
2022-08-18T08:00,79.6,54.5,3333,114.7,25.2,62,2.05,109
2022-08-18T09:00,63.8,43.2,2535,90.1,27.1,100,4.55,108
2022-08-18T10:00,66.8,45.2,1627,60.3,27.5,148,7.1,108
2022-08-18T11:00,67.1,45.3,1268,44.7,24.3,181,8.85,108
2022-08-18T12:00,61.9,41.9,1052,31.9,19.5,212,9.3,108
2022-08-18T13:00,55.2,37.4,856,21.8,14.1,231,8.2,107
2022-08-18T14:00,48.2,32.5,713,21,12.6,214,6,107
2022-08-18T15:00,41.6,27.9,615,25.2,12.1,178,3.35,106
2022-08-18T16:00,36.6,24.3,652,35,12.1,131,1.3,106
2022-08-18T17:00,37.3,24.6,914,46.8,12.4,103,0.25,106
2022-08-18T18:00,39.5,25.8,1312,61.8,13,76,0,106
2022-08-18T19:00,41.3,27.2,1994,83.1,14.4,51,0,107
2022-08-18T20:00,40,26.1,1900,80.5,15.2,52,0,107
2022-08-18T21:00,39,25.3,1766,76.8,16.4,53,0,107
2022-08-18T22:00,38.8,25,1620,72.9,17.6,53,0,107
2022-08-18T23:00,38,24.6,1541,70.4,17.9,52,0,106
2022-08-19T00:00,37.5,24.6,1481,68.5,17.9,49,0,106
2022-08-19T01:00,42.5,28.5,1550,70.7,18.2,45,0,105
2022-08-19T02:00,48.2,32.8,1768,77.5,19.1,41,0,105
2022-08-19T03:00,56.2,38.5,2094,87.7,20.4,35,0,104
2022-08-19T04:00,63.6,43.9,2623,106.2,21.5,30,0,103
2022-08-19T05:00,69.2,47.8,3221,130.1,21.5,25,0,103
2022-08-19T06:00,73.3,50.8,3918,159.1,21,20,0,102
2022-08-19T07:00,92.7,64.5,4781,197.6,21.2,31,0.5,101
2022-08-19T08:00,82.2,56.9,3929,161.4,23,62,2,101
2022-08-19T09:00,63.8,44,2718,110.1,25.5,107,4.5,101
2022-08-19T10:00,62.9,43.2,1392,53.5,26.7,158,7.25,101
2022-08-19T11:00,64,43.8,960,33.5,24.2,181,9.1,101
2022-08-19T12:00,60.1,41,786,24,20,196,10.1,101
2022-08-19T13:00,52.2,35.3,673,19,15.2,201,9.2,101
2022-08-19T14:00,45.1,30.3,559,18.2,13.6,187,6.8,101
2022-08-19T15:00,41,27.2,495,21.8,12.8,161,3.75,100
2022-08-19T16:00,39.9,26.3,604,32.9,12.6,126,1.4,100
2022-08-19T17:00,42.6,28.1,967,49.5,13.3,103,0.25,101
2022-08-19T18:00,47,31,1489,71.2,14.7,81,0,101
2022-08-19T19:00,48.3,31.5,1970,88.8,14.6,57,0,102
2022-08-19T20:00,48.9,31.8,1970,87.2,15.9,57,0,102
2022-08-19T21:00,48.2,31.2,1972,84.9,17.6,56,0,103
2022-08-19T22:00,49.2,31.8,2070,83.6,20,55,0,103
2022-08-19T23:00,53.7,34.8,2282,84.3,21.9,54,0,104
2022-08-20T00:00,62.9,41.4,2571,86.1,23.9,53,0,105
2022-08-20T01:00,66.6,44.6,2904,91.2,25.6,49,0,107
2022-08-20T02:00,71,48.3,3009,96.7,25.6,43,0,108
2022-08-20T03:00,75.2,51.5,3056,103.7,24.9,35,0,110
2022-08-20T04:00,81.5,56.2,3234,118.2,23.9,27,0,111
2022-08-20T05:00,88.7,61.5,3682,141,23.1,22,0,113
2022-08-20T06:00,93.6,65,4264,169.2,22.3,19,0,114
2022-08-20T07:00,86.1,59.8,3805,147.8,20.2,31,0.5,116
2022-08-20T08:00,80.6,55.5,3176,125.1,22.1,55,1.9,115
2022-08-20T09:00,64.7,44.5,2281,92.6,24.9,88,4.2,115
2022-08-20T10:00,61.9,42.4,1283,55.2,26.1,127,6.15,115
2022-08-20T11:00,57.5,39.2,919,38.8,23.4,145,7.45,115
2022-08-20T12:00,52.6,35.5,729,27.5,18.6,158,7.75,114
2022-08-20T13:00,47.7,32,591,19.5,13.4,164,7.1,114
2022-08-20T14:00,44.6,29.5,514,19,11.9,156,5.05,113
2022-08-20T15:00,45.3,29.5,498,22.9,11.4,140,3,113
2022-08-20T16:00,43.3,27.8,608,33.2,11.9,115,1.2,114
2022-08-20T17:00,43.1,27.4,841,46.8,12.9,95,0.2,114
2022-08-20T18:00,43.8,27.8,1172,64.3,14.4,73,0,114
2022-08-20T19:00,61.5,40.2,3175,92.8,18.4,53,0,113
2022-08-20T20:00,66.8,43.8,3505,92.9,20.2,53,0,114
2022-08-20T21:00,69.8,46,3968,93.1,22.8,54,0,116
2022-08-20T22:00,75,49.6,4313,92.6,25.9,53,0,117
2022-08-20T23:00,74.7,49.4,4108,90.3,27.4,52,0,119
2022-08-21T00:00,74.3,48.9,3669,87.3,28.5,49,0,120
2022-08-21T01:00,77.1,51,3162,86.2,28.9,46,0,121
2022-08-21T02:00,81.5,54.5,3015,89.7,27.4,43,0,122
2022-08-21T03:00,87.1,58.4,2956,95.4,25,39,0,123
2022-08-21T04:00,93.1,62.9,2895,102.8,22.6,36,0,123
2022-08-21T05:00,98.7,66.8,2850,107.8,22,34,0,124
2022-08-21T06:00,102.9,69.6,2816,112.7,21.9,33,0,125
2022-08-21T07:00,122,83.4,4454,139.3,25.4,38,0.4,125
2022-08-21T08:00,111.8,74.7,3810,123.3,33.3,64,1.65,127
2022-08-21T09:00,104.3,69.2,2895,100.7,44.5,101,3.45,129
2022-08-21T10:00,95,62.9,1925,74.1,54.3,153,5.1,132
2022-08-21T11:00,96.4,64,1677,61.7,52.7,195,5.1,134
2022-08-21T12:00,95.7,63.6,1654,52.5,46.7,239,4.25,137
2022-08-21T13:00,94.3,62.4,1663,45.8,39.1,280,4.15,140
2022-08-21T14:00,90.8,59.8,1586,44.7,36.2,291,3.05,143
2022-08-21T15:00,90.6,59.3,1513,47,33.9,290,2,146
2022-08-21T16:00,88.7,58,1477,57.2,32.2,267,0.85,149
2022-08-21T17:00,89.4,58.3,1521,73.9,32.2,224,0.15,150
2022-08-21T18:00,92.4,60.5,1611,96.3,32.9,165,0,151
2022-08-21T19:00,108.3,71,2142,153.7,35,103,0,152
2022-08-21T20:00,113.2,74.7,2291,151.1,38.1,93,0,153
2022-08-21T21:00,105.7,69.6,2499,147.3,42.6,78,0,153
2022-08-21T22:00,111.3,73.6,2662,138.4,46.2,63,0,154
2022-08-21T23:00,110.6,73.3,2608,127.7,44.8,59,0,154
2022-08-22T00:00,106.2,70.5,2461,114.3,41.5,59,0,155
2022-08-22T01:00,106.9,72.2,2205,94.2,37.3,64,0,155
